location,recording_date_time
H-RS-2-9,2021-06-07 5:20
H-RS-10-16,2021-06-07 5:40
H-RS-2-9,2021-06-07 5:40
H-RS-2-48,2021-06-07 6:00
H-RS-7-52,2021-06-07 6:00
H-RS-2-12,2021-06-07 6:20
H-RS-2-43,2021-06-07 6:20
H-RS-7-52,2021-06-07 6:20
H-RS-10-16,2021-06-07 6:40
H-RS-2-8,2021-06-07 6:40
H-RS-2-12,2021-06-07 7:00
H-RS-2-43,2021-06-07 7:00
H-RS-2-48,2021-06-07 7:00
H-RS-2-9,2021-06-07 7:00
H-RS-2-43,2021-06-07 7:20
H-RS-10-16,2021-06-07 7:40
H-RS-19-91,2021-06-07 7:40
H-RS-2-10,2021-06-07 7:40
H-RS-2-43,2021-06-07 7:40
H-RS-2-9,2021-06-07 7:40
H-RS-7-52,2021-06-07 7:40
H-RS-10-16,2021-06-07 8:00
H-RS-2-43,2021-06-07 8:00
H-RS-7-52,2021-06-07 8:00
H-RS-10-16,2021-06-07 8:20
H-RS-2-43,2021-06-07 8:20
H-RS-19-91,2021-06-07 8:40
H-RS-2-43,2021-06-07 8:40
H-RS-2-12,2021-06-08 5:20
H-RS-2-48,2021-06-08 5:20
H-RS-32-8,2021-06-08 5:20
H-RS-7-52,2021-06-08 5:20
H-RS-2-12,2021-06-08 5:40
H-RS-32-7,2021-06-08 5:40
H-RS-32-8,2021-06-08 5:40
H-RS-2-12,2021-06-08 6:00
H-RS-2-43,2021-06-08 6:00
H-RS-32-12,2021-06-08 6:00
H-CC-32-9,2021-06-08 6:20
H-RS-2-9,2021-06-08 6:20
H-RS-32-6,2021-06-08 6:20
H-CC-2-58,2021-06-08 6:40
